source,enriched_description
../training_data_raw/components_ant/radio-disabled-checked.svg,"size: 16.00, colors: #fafafa, #dbdbdb, #bfbfbf, shapes: rect, rx, elements: g, strokes: #dbdbdb, text: none."
../training_data_raw/components_ant/radio-disabled.svg,"Size: 16.00 x 16.00, Colors: #fafafa, #dbdbdb, Shapes: rectangle with rounded corners, Elements: two layers, Strokes: one in #dbdbdb, Text: none."
../training_data_raw/components_ant/checkbox-disabled.svg,"Size: 16.00 x 16.00, Colors: #fafafa, #dbdbdb, Shapes: rectangle with rounded corners, Elements: two layers, Strokes: one stroke in #dbdbdb, Text: none, Other: disabled checkbox design."
../training_data_raw/components_ant/btn-default-nolabel-lg.svg,"Size: 40.00
Colors: #fff, #dbdbdb
Shapes: rect, path
Elements: filter, defs, g
Strokes: #dbdbdb
Text: none
Keywords: button, default, no label, large, rounded, white, gray, stroke, arrow, icon."
../training_data_raw/components_ant/input-text-icon-hover-lg.svg,"size: 320x40, colors: #fff, #1890.00ff, shapes: rectangle, path, elements: input text, icon, strokes: #1890.00ff, text: none."
../training_data_raw/components_ant/radio-checked.svg,"Size: 16.00
Colors: #fff, #1890.00ff
Shapes: rect
Elements: g
Strokes: #1890.00ff
Text: none
Keywords: radio-checked, viewBox, rect, fill, stroke, rx, width, height."
../training_data_raw/components_ant/checkbox.svg,"Size: 16.00 x 16.00, Colors: #fff, #1890.00ff, Shapes: rectangle with rounded corners, Elements: two layers, Strokes: one stroke in blue, Text: no text."
../training_data_raw/components_ant/btn-danger-hover-lg.svg,"Size: 120x40, Colors: #ff4.00d4.00f, Shapes: rectangle with rounded corners, Elements: filter, Text: none."
../training_data_raw/components_ant/btn-tabs.svg,"Size: 228x32, 
Colors: #fff, #dbdbdb, 
Shapes: rectangle, path, 
Elements: filter, defs, 
Strokes: #dbdbdb, 
Text: none."
../training_data_raw/components_ant/input-text-prefix-disabled.svg,"size: 320x32, 
colors: #fafafa, #dbdbdb, 
shapes: rectangle, 
elements: g, rect, 
strokes: #dbdbdb, 
text: none."
../training_data_raw/components_ant/btn-primary-icon-hover-lg.svg,"size: 129x40, colors: #40a9ff, #fff, shapes: rectangle, path, elements: filter, blend, strokes: none, text: none."
../training_data_raw/components_ant/tooltip-left-bottom.svg,"size: 171x63, colors: #262626, shapes: rect, path, elements: filter, viewBox, defs, g, strokes: none, text: none."
../training_data_raw/components_ant/radio-inactive-label.svg,"Size: 66.10 x 18.00, Rectangles, Rounded corners, White fill, Grey stroke, No text."
../training_data_raw/components_ant/btn-dashed-hover-sm.svg,"Size: 120x24, 
Colors: #fff, #1890.00ff, 
Shapes: rectangle with rounded corners, 
Elements: filter, stroke, 
Strokes: dashed, 
Text: none."
../training_data_raw/components_ant/input-text-prefix-focus-sm.svg,"size: 320x24, 
colors: #fff, #1890.00ff, 
shapes: rectangle, 
elements: filter, defs, g, rect, 
strokes: #1890.00ff, 
text: none."
../training_data_raw/components_ant/input-text-icons-lg.svg,"size, 320x40, colors, white, #dbdbdb, #bfbfbf, shapes, rectangle, rounded corners, icons, text, input, strokes, none, fill."
../training_data_raw/components_ant/btn-primary-icon-lg.svg,"Size: 129x40, Colors: #1890ff, #fff, Shapes: rectangle, path, Elements: filter, defs, Strokes: none, Text: none."
../training_data_raw/components_ant/btn-primary-nolabel.svg,"rectangular, 32x32, blue, white, rounded corners, icon, no label, strokeless, SVG format, button."
../training_data_raw/components_ant/input-text-lg.svg,"size, colors, shapes, elements, strokes, text, viewBox, rect, rx, fill, stroke."
../training_data_raw/components_ant/tooltip-bottom-left.svg,"Size: 166x68, Colors: #262626, Shapes: rectangle, path, Elements: filter, defs, g, Strokes: none, Text: none."
../training_data_raw/components_ant/alert-icon-close-now.svg,"Size: 4.00e2.00, 40.00
Colors: #fff1.00f0.00, #ff4.00d4.00f
Shapes: rectangle, path
Elements: g, path
Strokes: #ff4.00d4.00f
Text: none
Keywords: alert, icon, close, rectangle, path, stroke, fill, colors, shapes, elements."
../training_data_raw/components_ant/input-text-icon-focus-ph-sm.svg,"size: 320x24, 
colors: white, #1890ff, #bfbfbf, 
shapes: rectangle, path, 
elements: filter, defs, g, rect, path, 
strokes: #1890ff, 
text: none, 
keywords: svg, viewBox, filter, color-interpolation-filters, feFlood, feColorMatrix, feMorphology, feOffset, feGaussianBlur, feBlend, rx, fill, stroke."
../training_data_raw/components_ant/input-text-icons-disabled-lg.svg,"size: 320x40, 
colors: #fafafa, #dbdbdb, #bfbfbf, 
shapes: rectangle, path, 
elements: input text box, icons, 
strokes: yes, 
text: none, 
attributes: disabled, large."
../training_data_raw/components_ant/menu-light.svg,"Size: 250x381, Colors: #fafafa, #4000a9ff, #189000ff, #fff, Shapes: rectangles, Paths: multiple, Elements: menu items, Strokes: none, Text: none."
../training_data_raw/components_ant/btn-primary.svg,"Size: 120.00 x 32.00, Colors: #1890ff, Shapes: Rectangular with rounded corners, Elements: SVG, Filter, FeFlood, FeColorMatrix, FeOffset, FeGaussianBlur, FeBlend, Strokes: None, Text: None."
../training_data_raw/components_ant/input-text-icon-disabled-ph-sm.svg,"size: 320x24, 
colors: #fafafa, #dbdbdb, #bfbfbf, 
shapes: rectangle, path, 
elements: input text, icon, 
strokes: yes, 
text: disabled placeholder, no visible text."
../training_data_raw/components_ant/Group-193.svg,"size: 32.00, colors: #fff, #1890.00ff, shapes: rect, path, elements: filter, defs, g, strokes: #1890.00ff, text: none."
../training_data_raw/components_ant/btn-default-nolabel-hover-lg.svg,"size: 40.00, colors: #fff, #1890.00ff, shapes: rect, path, elements: filter, defs, g, strokes: #1890.00ff, text: none."
../training_data_raw/components_ant/checkbox-label-checked.svg,"Size: 92.00,18.00
Colors: #fff, #1890.00ff
Shapes: rect, path
Elements: g
Strokes: #1890.00ff
Text: none"
../training_data_raw/components_ant/input-text-icons-hover-lg.svg,"size: 320x40, 
colors: #fff, #1890.00ff, #bfbfbf, 
shapes: rectangle, path, 
elements: input text box, icons, 
strokes: yes, 
text: none."
../training_data_raw/components_ant/btn-primary-nolabel-hover-lg.svg,"size: 40.00, colors: #40.00a9.00ff, shapes: rect, path, elements: filter, defs, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend, strokes: none, text: none."
../training_data_raw/components_ant/btn-text-hover-lg.svg,"Size: 104.00 x 40.00, Colors: #fafafa, Shapes: Rectangle with rounded corners, Elements: SVG, Strokes: None, Text: None, Hover effect: Fill color change."
../training_data_raw/components_ant/btn-default-sm.svg,"Size: 120x24, Colors: #fff, #dbdbdb, Shapes: rectangle with rounded corners, Elements: filter, defs, rect, Strokes: #dbdbdb, Text: none."
../training_data_raw/components_ant/btn-dashed.svg,"Size: 120x32, Colors: #fff, #dbdbdb, Shapes: rectangle, Elements: filter, stroke, Text: none."
../training_data_raw/components_ant/input-text-focus.svg,"size: 320x32, 
colors: #fff, #1890.00ff, 
shapes: rectangle, 
elements: filter, defs, g, rect, 
strokes: #1890.00ff, 
text: none."
../training_data_raw/components_ant/btn-text-lg.svg,"Size: 104.00 x 40.00, Colors: #b1.00b2.00b5.00, Shapes: Rectangular, Elements: SVG, Strokes: None, Text: None."
../training_data_raw/components_ant/input-text-icon.svg,"size, colors, shapes, elements, strokes, text, rectangle, path, icon, input."
../training_data_raw/components_ant/alert-text.svg,"size, 400x100, colors, white, pink, shapes, rectangle, elements, path, g, strokes, pink, text, none."
../training_data_raw/components_ant/input-text-focus-sm.svg,"size: 320x24, 
colors: #fff, #1890.00ff, 
shapes: rectangle, 
elements: filter, 
strokes: #1890.00ff, 
text: none."
../training_data_raw/components_ant/input-text-disabled.svg,"size: 320x32, 
colors: #fafafa, #dbdbdb, 
shapes: rectangle, 
elements: g, rect, 
strokes: #dbdbdb, 
text: none."
../training_data_raw/components_ant/tooltip-right-top.svg,"Size: 170x63, Colors: #262626, Shapes: rectangle, path, Elements: filter, defs, g, Strokes: none, Text: none."
../training_data_raw/components_ant/btn-danger-default.svg,"Size: 120x32, Colors: #fff, #f5222.00d, Shapes: rectangle, Elements: filter, stroke, Text: none."
../training_data_raw/components_ant/input-text-icons-focus.svg,"size: 320x32, 
colors: #fff, #1890.00ff, #bfbfbf, 
shapes: rectangle, path, 
elements: filter, defs, g, 
strokes: stroke, 
text: none."
../training_data_raw/components_ant/btn-danger-dashed-hover.svg,"Size: 120x32, Colors: #fff, #ff4.00d4.00f, Shapes: rectangle, Elements: filter, stroke, Text: none."
../training_data_raw/components_ant/input-text-icons-disabled.svg,"size: 320x32, 
colors: #fafafa, #dbdbdb, #bfbfbf, 
shapes: rectangle, path, 
elements: input text box, icons, 
strokes: yes, 
text: none, disabled."
../training_data_raw/components_ant/alert-icon-close.svg,"Size: 4.00e2.00 x 40.00
Colors: #fff1.00f0.00, #ff4.00d4.00f, #8.00c8.00c8.00c
Shapes: rectangle, path
Elements: alert icon, close icon
Strokes: #ff4.00d4.00f
Text: none"
../training_data_raw/components_ant/input-text-icons-focus-sm.svg,"size: 320x24, 
colors: #fff, #1890ff, #bfbfbf, 
shapes: rectangle, path, 
elements: filter, defs, g, 
strokes: #1890ff, 
text: none."
../training_data_raw/components_ant/btn-default-icon-hover.svg,"size: 129x32, colors: #fff, #1890.00ff, shapes: rectangle, path, elements: filter, defs, g, strokes: #1890.00ff, text: none."
../training_data_raw/components_ant/btn-default-hover.svg,"Size: 120x32, Colors: #fff, #1890.00ff, Shapes: rectangle with rounded corners, Elements: filter, defs, rect, Strokes: #1890.00ff, Text: none."
../training_data_raw/components_ant/checkbox-inactive.svg,"Size: 16.00 x 16.00, Colors: white, gray, Shapes: rectangle, rounded corners, Elements: two layers, Strokes: one gray stroke, Text: none."
../training_data_raw/components_ant/btn-default-icon-hover-lg.svg,"Size: 129x40, Colors: #fff, #1890.00ff, Shapes: rectangle, path, Elements: filter, defs, g, Strokes: #1890.00ff, Text: none."
../training_data_raw/components_ant/btn-primary-nolabel-hover-sq-sm.svg,"Size: 24.00
Colors: #40.00a9.00ff, #fff
Shapes: rect, path
Elements: filter, defs, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend
Strokes: rx=2.00
Text: none
Keywords: button, primary, no label, hover, square, small, filter, color matrix, blur, blend."
../training_data_raw/components_ant/btn-primary-sm.svg,"Size: 120x24, Colors: #1890ff, Shapes: Rectangle with rounded corners, Elements: SVG, Filter, Strokes: None, Text: None."
../training_data_raw/components_ant/btn-primary-nolabel-sm.svg,"Size: 24.00
Colors: #1890.00ff, #fff
Shapes: rect, path
Elements: filter, defs, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend
Strokes: none
Text: none"
../training_data_raw/components_ant/input-text-icon-focus.svg,"size, 320x32, rectangle, rounded corners, white fill, blue stroke, search icon, filter, focus, input text."
../training_data_raw/components_ant/menu-simple-dark.svg,"size: 250x300, colors: dark green, white, gray, shapes: rectangles, elements: menu items, strokes: none, text: white."
../training_data_raw/components_ant/btn-default-icon-lg.svg,"Size: 129x40, Colors: #fff, #dbdbdb, Shapes: rectangle, path, Elements: filter, defs, g, Strokes: #dbdbdb, Text: none."
../training_data_raw/components_ant/btn-dashed-icon-hover-lg.svg,"size: 129x40, colors: white, #1890ff, shapes: rectangle, path, elements: filter, stroke-dasharray, stroke-linecap, text: none."
../training_data_raw/components_ant/input-text-icon-hover-ph.svg,"size, 320x32, rectangle, rounded corners, white fill, blue stroke, input text icon, hover effect, search icon, gray fill, stroke width."
../training_data_raw/components_ant/input-text-prefix-lg.svg,"size, 320x40, colors, white, #dbdbdb, shapes, rectangle, rounded corners, elements, two groups, strokes, yes, text, none."
../training_data_raw/components_ant/btn-danger-dashed-hover-sm.svg,"Size: 120x24, Colors: #fff, #ff4.00d4.00f, Shapes: rectangle with rounded corners, Elements: filter, stroke-dasharray, stroke-linecap, Text: none."
../training_data_raw/components_ant/alert-close.svg,"Size: 400x40, Colors: white, pink, Shapes: rectangle, circle, Elements: path, g, Text: none, Strokes: pink."
../training_data_raw/components_ant/checkbox-disabled-tick.svg,"Size: 16.00
Colors: #fafafa, #dbdbdb, #bfbfbf
Shapes: rect, path
Elements: g
Strokes: #dbdbdb
Text: none
Keywords: checkbox, disabled, tick, svg, viewBox, rx, fill, stroke."
../training_data_raw/components_ant/btn-default-hover-lg.svg,"Size: 120x40, Colors: #fff, #1890.00ff, Shapes: rectangle with rounded corners, Elements: filter, stroke, Text: none."
../training_data_raw/components_ant/btn-danger-dashed-sm.svg,"Size: 120x24, Colors: #fff, #f5222.00d, Shapes: rectangle, Elements: filter, stroke, Text: none."
../training_data_raw/components_ant/alert-close-now.svg,"Size: 400x40, Colors: #fff1.00f0.00, #ff4.00d4.00f, Shapes: rectangle, Elements: path, Strokes: #ff4.00d4.00f, Text: none."
../training_data_raw/components_ant/tooltip-right-bottom.svg,"Size: 170x63, Colors: #262626, Shapes: rectangle, path, Elements: filter, defs, rect, path, Strokes: none, Text: none."
../training_data_raw/components_ant/radio-disabled-label.svg,"size: 66.10,18.00
colors: #fafafa, #dbdbdb
shapes: rectangle
elements: g, rect
strokes: #dbdbdb
text: none"
../training_data_raw/components_ant/input-text-hover-lg.svg,"size, 320x40, white, rectangle, rounded corners, stroke, blue, hover effect, input field, text input."
../training_data_raw/components_ant/input-text-icon-hover-ph-lg.svg,"size: 320x40, 
colors: #fff, #1890.00ff, #bfbfbf, 
shapes: rectangle, path, 
elements: input text icon, 
strokes: #1890.00ff, 
text: none."
../training_data_raw/components_ant/input-text-icon-lg.svg,"size, 320x40, rectangle, rounded corners, white fill, gray stroke, input text icon, magnifying glass, search, text input."
../training_data_raw/components_ant/btn-dashed-nolabel-hover-sm.svg,"Size: 24.00
Colors: #fff, #1890.00ff
Shapes: rect, path
Elements: filter, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend
Strokes: stroke, stroke-dasharray, stroke-linecap
Text: none
Keywords: dashed, no label, hover, small, rounded corners, white background, blue stroke, transparent fill, arrow icon."
../training_data_raw/components_ant/btn-danger-default-hover-sm.svg,"Size: 120x24, Colors: #fff, #ff4.00d4.00f, Shapes: rectangle with rounded corners, Elements: filter, blend, stroke, Text: none."
../training_data_raw/components_ant/radio-inactive.svg,"Size: 16x16, Colors: white, gray, Shapes: rectangle, rounded corners, Elements: none, Strokes: gray, Text: none."
../training_data_raw/components_ant/checkbox-tick-disabled-label.svg,"Size: 92.00,18.00
Colors: #fafafa, #dbdbdb, #bfbfbf
Shapes: rectangle, path
Elements: checkbox, tick, label
Strokes: #dbdbdb
Text: none"
../training_data_raw/components_ant/menu-dark.svg,"Size: 250x381, Colors: #0.00c17.00, #40.00a9.00ff, #1529.00, #1890.00ff, #bfbfbf, Shapes: rectangles, Paths: multiple, Elements: g, Strokes: none, Text: none."
../training_data_raw/components_core/Default_radio_button.svg,"Size: 18x18, Colors: white, #9da5b1, Shapes: ellipse, Elements: 2 groups, Strokes: #9da5b1, Text: none."
../training_data_raw/components_core/Devault_Tabs.svg,"Size: 290x42, Colors: #ebedef, #fff, #374254, Shapes: rectangle, text, Elements: tabs, strokes, Text: Link, Disabled."
../training_data_raw/components_core/Default_Button-Hover-1.svg,"Size: 156x42, Colors: #4b3cd9, #ebedef, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: ""Text Button"", Font: Roboto, Font weight: 500, Font size: 16px."
../training_data_raw/components_core/Text-91.svg,"SVG, viewBox, size, 81.00, 20.00, text, y, textLength, lengthAdjust, spacingAndGlyphs, style, dominant-baseline, ideographic, text-transform, none, font-family, Roboto, font-weight, 500.00, white-space, pre, font-size, 16.00px, fill, #321.00fdb, text button."
../training_data_raw/components_core/Default_Button.svg,"Size: 156x42, 
Colors: #32100fdb, #ebedef, 
Shapes: rectangle, 
Elements: filter, 
Strokes: rounded corners, 
Text: ""Text Button"", 
Text attributes: font-family: Roboto, font-weight: 500, font-size: 16px, lengthAdjust: spacingAndGlyphs, dominant-baseline: ideographic."
../training_data_raw/components_core/Extra_Large_Modal.svg,"Size: 1140x240, 
Colors: #fff, #32100fdb, #9da5b1, #ebedef, #374254, 
Shapes: rectangle, path, 
Elements: text, 
Strokes: #ebedef, 
Text: ""Save changes"", ""Close"", ""Modal body text goes here."", ""Modal title"", 
Keywords: large, filter, fill, dominant-baseline, font-family, font-weight, white-space, stroke, lengthAdjust, viewBox, rx."
../training_data_raw/components_core/Default_Toast.svg,"Size: 520x141, Colors: #fff, #f0f4f7, #374254, #39f, #9da5b1, Shapes: rectangle, path, text, Elements: filter, defs, rect, path, text, Strokes: #ebedef, Text: ""Hello, world! This is a toast message."", ""just now"", ""Toast Title""."
../training_data_raw/components_core/Default_Modal.svg,"Size: 521x240, Rectangles, Rounded corners, Filters, Text, Title, Body, Buttons, Strokes, Colors."
../training_data_raw/components_core/Next-Disabled.svg,"Size: 57.00,34.00
Colors: #fff, #505.00d73.00, #9.00da5.00b1.00
Shapes: rectangle, path
Elements: g, text
Strokes: yes
Text: ""Next""
Keywords: viewBox, fill, stroke, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, font-weight, white-space, font-size."
../training_data_raw/components_core/Default_Secondary_Button-Hover.svg,"Size: 156x42, Colors: #9da5b1, Fill-opacity: 0.8, Shapes: Rect, Text, Elements: Filter, TextLength, LengthAdjust, Strokes: None, Text: Secondary, Font-family: Roboto, Font-weight: 500, Font-size: 16px."
../training_data_raw/components_core/Default_Dropdown_Button.svg,"Size: 156x42, Colors: #9da5b1, #374254, Shapes: rectangle, path, Text: ""Secondary"", Elements: filter, rect, text, path."
../training_data_raw/components_core/Switch_off.svg,"size: 32x18, 
colors: white, #9.00da5.00b1.00, #ebedef, 
shapes: rectangle, ellipse, 
elements: none, 
strokes: #9.00da5.00b1.00, 
text: none."
../training_data_raw/components_core/Number_Hover.svg,"Size: 26.00, 34.00. Colors: #9.00da5.00b1.00, #321.00fdb. Shapes: rectangle. Elements: path, text. Strokes: #321.00fdb. Text: ""1.00""."
../training_data_raw/components_core/Vertical_Nav.svg,"Size: 62x152, Colors: #374254, Shapes: Rectangular, Elements: Text, Strokes: None, Text: Roboto, Font-weight: 500, Dominant-baseline: Ideographic, LengthAdjust: SpacingAndGlyphs, TextLength: 29.98."
../training_data_raw/components_core/Large_input.svg,"size: 560x48, colors: white, #9.00da5.00b1.00, shapes: rectangle, elements: text, strokes, text: ""Large input"", font: Roboto, font-weight: 300, font-size: 18px."
../training_data_raw/components_core/Table_Header.svg,"Size: 160.00 x 51.00, Colors: #fff, #9.00da5.00b1.00, #374254.00, Shapes: rectangle, path, text, Elements: g, path, text, Strokes: 2.00, Text: ""Heading"", Font: Roboto, Font-weight: 700.00."
../training_data_raw/components_core/Switch_on.svg,"Size: 32x18, Colors: #321.00fdb, #ebedef, Shapes: rectangle, ellipse, Elements: switch, Strokes: none, Text: none."
../training_data_raw/components_core/Icon_avatar_2.svg,"Circle, 34x34, blue, white, avatar, person, head, outline, no text, simple."
../training_data_raw/components_core/Large_Modal.svg,"Size: 800x240, Rectangles, Rounded corners, Filters, Text, Save button, Close button, Modal title, Modal body text, Stroke, Colors: white, blue, green, gray."
../training_data_raw/components_core/Drop_actions.svg,"Size: 180x164, Colors: white, #9da5b1, Shapes: rectangle, path, Elements: text, filter, Strokes: #9da5b1, Text: Action, Another action, Something else here, Separated link."
../training_data_raw/components_core/Data_list_input.svg,"Size: 560.00,40.00. Colors: #fff, #9.00da5.00b1.00, #374254.00. Shapes: rect, path. Elements: g, text. Strokes: #9.00da5.00b1.00. Text: ""Type to search…""."
../training_data_raw/components_core/Previous-Hover.svg,"Size: 86x34, Colors: #9.00da5.00b1.00, #505.00d73.00, Shapes: rectangle, Elements: path, text, Strokes: yes, Text: ""Previous"", Font: Roboto, Font size: 16px."
../training_data_raw/components_core/Icon_avatar_1.svg,"Circle, 34x34, blue-green, white stroke, avatar, person, head, face, minimalistic, no text."
../training_data_raw/components_core/Default_input.svg,"Size: 560x32, Colors: #fff, #9.00da5.00b1.00, Shapes: rectangle, Elements: g, rect, text, Strokes: #9.00da5.00b1.00, Text: Roboto, 14px, ""Default input""."
../training_data_raw/components_core/Disabled_radio_button.svg,"Size: 18.00, Colors: #321.00fdb, #ebedef, Shapes: ellipse, Elements: 2, Strokes: none, Text: none."
../training_data_raw/components_core/Image_avatar_1.svg,"Size: 34.00, Colors: #fff, #b1.00b2.00b5.00, Shapes: circle, path, Elements: filter, clipPath, mask, pattern, Strokes: none, Text: none."
../training_data_raw/components_core/Checked_radio_button.svg,"Size: 18x18, Colors: #321.00fdb, #ebedef, Shapes: Ellipse, Elements: 2 ellipses, Strokes: None, Text: None."
../training_data_raw/components_core/Default_Secondary_Button.svg,"Size: 156x42, Colors: #9da5b1, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: ""Secondary"" in Roboto font, Font weight: 500, Text size: 16px, Text color: #374254, Filter: color matrix and blend."
../training_data_raw/components_core/Small_Modal.svg,"Size: 300x140, Colors: #fff, #374254, #9da5b1, Shapes: rectangle, path, Elements: text, filter, Strokes: #ebedef, Text: Roboto, 16px, 24px, Modal title, Modal body text goes here."
../training_data_raw/components_core/Stacked_avatars.svg,"Size: 116x34, Stacked avatars, Circles, Masks, Patterns, Filters, Clip paths, Fill colors, No strokes, No text."
../training_data_raw/components_core/Number.svg,"Size: 26.00, 34.00
Colors: #fff, #321.00fdb
Shapes: rectangle
Elements: text
Strokes: #321.00fdb
Text: ""1.00"""
../training_data_raw/components_core/Image_avatar_2.svg,"Size: 34.00, Colors: #fff, #b1.00b2.00b5.00, Shapes: circle, path, Elements: filter, clipPath, mask, pattern, Strokes: none, Text: none."
../training_data_raw/components_core/Number_active.svg,"Size: 26.00, 34.00. Colors: #321.00fdb, #f0.00f4.00f7.00. Shapes: rectangle. Elements: path, text. Strokes: #321.00fdb. Text: ""1.00""."
../training_data_raw/components_core/Image_avatar_3.svg,"Size: 34.00, Colors: #b1.00b2.00b5.00, Shapes: circle, path, Elements: filter, clipPath, mask, pattern, Strokes: none, Text: none."
../training_data_raw/components_core/Scrolling_text_Modal.svg,"Size: 520x680, 
Colors: #fff, #321.00fdb, #9.00da5.00b1.00, #ebedef, #374254, 
Shapes: Rectangles, Paths, 
Elements: Text, 
Strokes: #ebedef, 
Text: Font-family: Roboto, Font-weight: 500.00, Font-size: 14.00px, LengthAdjust: spacingAndGlyphs, Dominant-baseline: ideographic, White-space: pre."
../training_data_raw/components_core/Default_Dropdown_Button_-_S.svg,"Size: 126x32, Colors: #9da5b1, #374254, Shapes: rectangle, path, Elements: text, filter, Strokes: none, Text: ""Secondary"", Font: Roboto, Font-weight: 500, Font-size: 14px."
../training_data_raw/components_core/Disabled_checkbox.svg,"Size: 18.00
Colors: #321.00fdb, #ebedef
Shapes: rectangle, path
Elements: checkbox, checkmark
Strokes: none
Text: none
Other: opacity, rounded corners (rx=5.00)"
../training_data_raw/components_core/Input_boxes_Modal.svg,"Size: 522x530, Colors: white, #32100fdb, #9da5b1, #ebedef, Shapes: rectangle, path, Elements: text, Input boxes, Modal, Strokes: #9da5b1, #ebedef, Text: Roboto, font-weight: 500, font-size: 14px, dominant-baseline: ideographic."
../training_data_raw/components_core/Square_avatar_3.svg,"square, avatar, size 34x34, color #e45353, fill, text, font Roboto, font size 16px, white space pre, text color #fff."
../training_data_raw/components_core/Square_avatar_2.svg,"square, avatar, size 34x34, color #f800b1, fill, text ""CUI"", font Roboto, font size 16px, white space, no stroke."
../training_data_raw/components_core/Group-1.svg,"Size: 140x42, 
Colors: #321, #00f, #dbf, #f0f, #f4f, #f7f, 
Shapes: rectangle, rounded corners, 
Elements: text, 
Strokes: none, 
Text: Roboto, 500 weight, 16px size, white-space pre, lengthAdjust spacingAndGlyphs, dominant-baseline ideographic."
../training_data_raw/components_core/File_input.svg,"SVG, viewBox, size, colors, shapes, elements, strokes, text, file_input, path."
../training_data_raw/components_core/Default_checkbox.svg,"Size: 18.00, Colors: #fff, #9.00da5.00b1.00, Shapes: rectangle, rounded corners, Elements: two layers, Strokes: one, Text: none."
../training_data_raw/components_core/Default_Button_L.svg,"Size: 180x48, Shape: Rectangular with rounded corners, Colors: #32100fdb (dark blue), #ebedef (light gray), Elements: Text, Strokes: None, Text: ""Text Button"", Font: Roboto, Font Size: 20px, Font Weight: 500."
../training_data_raw/components_core/Image_avatar_4.svg,"Size: 34.00, Colors: #fff, #b1.00b2.00b5.00, Shapes: circle, path, Elements: filter, clipPath, mask, pattern, Strokes: none, Text: none."
../training_data_raw/components_core/Text_Button.svg,"Size: 82.00,20.00; Colors: #321.00fdb; Shapes: rectangle, text; Elements: g, text; Strokes: none; Text: Roboto, 16.00px, 500.00, spacingAndGlyphs, pre."
../training_data_raw/components_core/Previous-Disabled-1.svg,"Size: 86.00,34.00. Colors: #fff, #505.00d73.00, #9.00da5.00b1.00. Shapes: rectangle. Elements: path, text. Strokes: #505.00d73.00. Text: ""Previous""."
../training_data_raw/components_core/Square_avatar_1.svg,"square, avatar, size 34x34, color #505.00d73.00, fill, text ""CUI"", font Roboto, font size 16px, white space pre, length adjust spacing and glyphs."
../training_data_raw/components_core/Checked_checkbox.svg,"Size: 18.00
Colors: #321.00fdb, #ebedef
Shapes: rect, path
Elements: g, svg
Strokes: none
Text: none"
../training_data_raw/components_core/Dropdown_Tab.svg,"Size: 587x188, Colors: white, #9.00da5.00b1.00, #321.00fdb, #374254.00, Shapes: rectangle, text box, arrow, Elements: dropdown links, Text: ""Action"", ""Another action"", ""Something else here"", ""Separated link"", ""Disabled"", ""Dropdown Link""."
../training_data_raw/components_core/Popover_tooltip_Modal.svg,"Size: 522x360, Colors: #fff, #321.00fdb, #9.00da5.00b1.00, #ebedef, Shapes: Rectangles, Path, Text, Elements: Popover, Tooltip, Modal, Strokes: None, Text: ""Popover on Top"", ""Save changes"", ""Close"", ""Button below triggers a popover on click."", ""This link have a tooltip on hover."", ""Modal title""."
../training_data_raw/components_core/Default_Button-Hover.svg,"Size: 156x42, 
Colors: #4.00b3.00cd9.00, #ebedef, 
Shapes: rectangle with rounded corners, 
Elements: text, 
Strokes: none, 
Text: ""Text Button"", 
Font: Roboto, 
Font weight: 500, 
Text size: 16px, 
Text color: #ebedef."
../training_data_raw/components_core/Text-292.svg,"Size: 266x20, Colors: #374254, Shapes: rectangles, Elements: text, strokes, Text: ""Link"" and ""Disabled"", LengthAdjust: spacingAndGlyphs, Dominant-baseline: ideographic."
../training_data_raw/components_core/Previous.svg,"Size: 86x34, Colors: white, #505.00d73.00, Shapes: rectangle, Elements: path, text, Strokes: yes, Text: ""Previous"", Font: Roboto, Font weight: 400, Font size: 16px."
../training_data_raw/components_core/Letter_avatar_2.svg,"Size: 34.00, Colors: #9.00da5.00b1.00, Shapes: Circle, Elements: Text, Strokes: None, Text: Roboto, 10+ Facts: Avatar, Letter, SVG, ViewBox, Dominant-baseline, TextLength, LengthAdjust, SpacingAndGlyphs, Font-weight, White-space."
../training_data_raw/components_core/Default_Success_Button-Hover.svg,"Size: 156x42, Colors: #2.00eb85.00c, Fill-opacity: .8.00, Shapes: Rect, Text, Elements: Filter, TextLength, LengthAdjust, Strokes: None, Text: Success, Font-family: Roboto, Font-weight: 500.00, Font-size: 16.00px."
../training_data_raw/components_core/Default_Secondary_Button-Disabled.svg,"Size: 156x42, Colors: #9da5b1, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: ""Secondary"" in Roboto font, Font weight: 500, Text size: 16px, Opacity: 0.6."
../training_data_raw/components_core/Rounded_square_avatar_1.svg,"Size: 34.00, Colors: #321.00fdb, Shapes: Rounded square, Elements: Rect, Text, Strokes: None, Text: ""CUI"", Font: Roboto, Font size: 16.00px."
